Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
MP Vaughan,27,27,28,1,0,21,4,0,128.57,2,v Australia,Sydney,09-01-2007,England,0,0,0-49
PD Collingwood,27,27,30,1,0,24,1,1,112.5,2,v West Indies,The Oval,29-06-2007,England,0,0,0-49
SM Davies,27,27,31,1,0,21,5,0,128.57,1,v West Indies,Port of Spain,15-03-2009,England,0,0,0-49
IR Bell,27,27,20,1,0,17,4,1,158.82,2,v Australia,Adelaide,12-01-2011,England,0,0,0-49
EJG Morgan,27,27,31,1,0,23,1,1,117.39,1,v Afghanistan,Colombo (RPS),21-09-2012,England,0,0,0-49
JC Buttler,27,27,25,1,0,17,1,2,158.82,2,v Australia,Southampton,29-08-2013,England,0,0,0-49
AD Hales,27,27,31,1,0,23,2,1,117.39,1,v New Zealand,Manchester,23-06-2015,England,0,0,0-49
AD Hales,27,27,21,1,0,21,5,0,128.57,1,v South Africa,Cape Town,19-02-2016,England,0,0,0-49
JM Bairstow,27,27,43,1,0,21,1,1,128.57,2,v West Indies,Chester-le-Street,16-09-2017,England,0,0,0-49
MM Ali,27,27,-,1,0,11,1,3,245.45,1,v Sri Lanka,Colombo (RPS),27-10-2018,England,0,0,0-49
EJG Morgan,27,27,31,1,0,24,2,1,112.5,1,v South Africa,Durban,14-02-2020,England,0,0,0-49
PD Collingwood,26,26,46,1,0,22,1,1,118.18,1,v New Zealand,Auckland,05-02-2008,England,0,0,0-49
AN Cook,26,26,37,1,0,21,5,0,123.8,2,v South Africa,Centurion,15-11-2009,England,0,0,0-49
C Kieswetter,26,26,-,1,0,14,1,3,185.71,1,v West Indies,Providence,03-05-2010,England,0,0,0-49
JC Buttler,26,26,17,1,0,16,4,0,162.5,2,v Sri Lanka,The Oval,20-05-2014,England,0,0,0-49
JE Root,26,26,31,1,0,29,2,0,89.65,1,v India,Birmingham,07-09-2014,England,0,0,0-49
BA Stokes,26,26,-,1,0,27,1,1,96.29,1,v Sri Lanka,Colombo (RPS),27-10-2018,England,0,0,0-49
AD Mascarenhas,25*,25,45,1,1,27,2,0,92.59,1,v India,Lord's,14-06-2009,England,0,0,0-49
SR Patel,25*,25,21,1,1,16,3,0,156.25,2,v India,Manchester,31-08-2011,England,0,0,0-49
MJ Prior,25,25,14,1,0,14,2,2,178.57,2,v West Indies,The Oval,28-06-2007,England,0,0,0-49
MJ Lumb,25,25,25,1,0,13,3,1,192.3,2,v Pakistan,Bridgetown,06-05-2010,England,0,0,0-49
C Kieswetter,25,25,39,1,0,27,3,1,92.59,2,v Pakistan,Bridgetown,06-05-2010,England,0,0,0-49
KP Pietersen,25,25,20,1,0,11,3,1,227.27,2,v Australia,Adelaide,12-01-2011,England,0,0,0-49
C Kieswetter,25,25,28,1,0,24,3,1,104.16,1,v South Africa,Chester-le-Street,08-09-2012,England,0,0,0-49
JE Root,25,25,30,1,0,24,4,0,104.16,1,v Sri Lanka,Delhi,26-03-2016,England,0,0,0-49
JM Bairstow,25,25,-,1,0,14,2,2,178.57,1,v India,Bristol,08-07-2018,England,0,0,0-49
MH Yardy,24*,24,21,1,1,14,2,1,171.42,1,v Pakistan,Bristol,28-08-2006,England,0,0,0-49
RS Bopara,24*,24,37,1,1,19,0,1,126.31,1,v New Zealand,Chattogram,22-03-2014,England,0,0,0-49
BA Stokes,24*,24,23,1,1,13,4,0,184.61,1,v New Zealand,Manchester,23-06-2015,England,0,0,0-49
VS Solanki,24,24,30,1,0,25,4,0,96,2,v New Zealand,Durban,18-09-2007,England,0,0,0-49
KP Pietersen,24,24,24,1,0,16,2,1,150,2,v New Zealand,Durban,18-09-2007,England,0,0,0-49
LJ Wright,24,24,25,1,0,17,1,1,141.17,2,v New Zealand,Durban,18-09-2007,England,0,0,0-49
LJ Wright,24,24,25,1,0,18,5,0,133.33,2,v New Zealand,Manchester,13-06-2008,England,0,0,0-49
KP Pietersen,24,24,-,1,0,20,1,1,120,1,v West Indies,Providence,03-05-2010,England,0,0,0-49
LJ Wright,24,24,24,1,0,17,3,0,141.17,2,v New Zealand,Gros Islet,10-05-2010,England,0,0,0-49
SR Patel,24,24,21,1,0,22,1,1,109.09,1,v India,Pune,20-12-2012,England,0,0,0-49
SM Curran,24,24,-,1,0,11,2,2,218.18,2,v New Zealand,Auckland,10-11-2019,England,0,0,0-49
MH Yardy,23*,23,31,1,1,18,2,0,127.77,2,v West Indies,The Oval,28-06-2007,England,0,0,0-49
TT Bresnan,23*,23,17,1,1,11,3,0,209.09,2,v New Zealand,Gros Islet,10-05-2010,England,0,0,0-49
OA Shah,23,23,13,1,0,17,2,1,135.29,1,v New Zealand,Auckland,05-02-2008,England,0,0,0-49
JJ Roy,23,23,10,1,0,13,1,2,176.92,1,v New Zealand,Manchester,23-06-2015,England,0,0,0-49
JM Bairstow,23,23,29,1,0,19,3,0,121.05,2,v South Africa,East London,12-02-2020,England,0,0,0-49
JM Bairstow,22*,22,40,1,1,21,0,0,104.76,2,v Pakistan,Dubai (DSC),23-02-2012,England,0,0,0-49
IR Bell,22,22,26,1,0,22,1,0,100,2,v Australia,Sydney,09-01-2007,England,0,0,0-49
MJ Prior,22,22,19,1,0,14,4,0,157.14,2,v West Indies,The Oval,29-06-2007,England,0,0,0-49
AJ Strauss,22,22,25,1,0,25,2,0,88,1,v West Indies,Port of Spain,15-03-2009,England,0,0,0-49
AD Hales,22,22,26,1,0,15,3,0,146.66,2,v New Zealand,Pallekele,29-09-2012,England,0,0,0-49
MJ Lumb,22,22,35,1,0,15,1,2,146.66,1,v New Zealand,Auckland,09-02-2013,England,0,0,0-49
JC Tredwell,22,22,19,1,0,11,3,1,200,2,v New Zealand,Hamilton,12-02-2013,England,0,0,0-49
MJ Lumb,22,22,13,1,0,11,3,1,200,2,v Australia,Southampton,29-08-2013,England,0,0,0-49
AD Hales,22,22,21,1,0,12,5,0,183.33,2,v Australia,Hobart,29-01-2014,England,0,0,0-49
JC Buttler,22,22,33,1,0,27,2,0,81.48,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
JM Vince,22,22,25,1,0,18,4,0,122.22,1,v Afghanistan,Delhi,23-03-2016,England,0,0,0-49
EJG Morgan,22,22,33,1,0,16,1,1,137.5,1,v Sri Lanka,Delhi,26-03-2016,England,0,0,0-49
SW Billings,22,22,20,1,0,10,3,1,220,2,v India,Kanpur,26-01-2017,England,0,0,0-49
AD Hales,22,22,28,1,0,15,4,0,146.66,1,v Australia,Hobart,07-02-2018,England,0,0,0-49
EJG Morgan,22,22,12,1,0,14,2,1,157.14,1,v Australia,Hobart,07-02-2018,England,0,0,0-49
BA Stokes,22,22,21,1,0,12,1,2,183.33,2,v South Africa,Centurion,16-02-2020,England,0,0,0-49
RS Bopara,21*,21,14,1,1,9,3,1,233.33,1,v India,Birmingham,07-09-2014,England,0,0,0-49
KP Pietersen,21,21,30,1,0,20,2,0,105,1,v Australia,Cape Town,14-09-2007,England,0,0,0-49
OA Shah,21,21,28,1,0,16,0,1,131.25,2,v New Zealand,Durban,18-09-2007,England,0,0,0-49
OA Shah,21,21,15,1,0,13,3,1,161.53,2,v India,Durban,19-09-2007,England,0,0,0-49
EJG Morgan,21,21,20,1,0,14,3,0,150,1,v South Africa,Bridgetown,08-05-2010,England,0,0,0-49
PD Collingwood,21,21,24,1,0,25,0,1,84,2,v Pakistan,Cardiff,07-09-2010,England,0,0,0-49
SR Patel,21,21,25,1,0,25,1,1,84,2,v India,Kolkata,29-10-2011,England,0,0,0-49
AD Hales,21,21,14,1,0,16,2,1,131.25,1,v New Zealand,Auckland,09-02-2013,England,0,0,0-49
SW Billings,21,21,15,1,0,11,2,1,190.9,1,v New Zealand,Manchester,23-06-2015,England,0,0,0-49
JC Buttler,21,21,31,1,0,14,1,1,150,2,v South Africa,Mumbai,18-03-2016,England,0,0,0-49
DJ Willey,21,21,16,1,0,14,1,2,150,1,v West Indies,Kolkata,03-04-2016,England,0,0,0-49
JJ Roy,21,21,31,1,0,20,2,1,105,1,v Pakistan,Manchester,07-09-2016,England,0,0,0-49
JM Vince,21,21,34,1,0,21,2,0,100,1,v Australia,Melbourne,10-02-2018,England,0,0,0-49
DJ Willey,21,21,24,1,0,10,0,2,210,2,v New Zealand,Wellington,13-02-2018,England,0,0,0-49
JJ Roy,21,21,14,1,0,13,3,1,161.53,1,v New Zealand,Hamilton,18-02-2018,England,0,0,0-49
DJ Willey,20*,20,25,1,1,17,0,2,117.64,1,v Afghanistan,Delhi,23-03-2016,England,0,0,0-49
JL Denly,20*,20,-,1,1,12,2,1,166.66,2,v Pakistan,Cardiff,05-05-2019,England,0,0,0-49
MJ Prior,20,20,21,1,0,14,2,1,142.85,1,v Zimbabwe,Cape Town,13-09-2007,England,0,0,0-49
DL Maddy,20,20,33,1,0,20,3,0,100,1,v Australia,Cape Town,14-09-2007,England,0,0,0-49
P Mustard,20,20,13,1,0,13,2,1,153.84,1,v New Zealand,Auckland,05-02-2008,England,0,0,0-49
LJ Wright,20,20,22,1,0,24,0,1,83.33,1,v Ireland,Providence,04-05-2010,England,0,0,0-49
EJG Morgan,20,20,15,1,0,11,0,2,181.81,1,v Australia,Chester-le-Street,31-08-2013,England,0,0,0-49
JC Buttler,20,20,17,1,0,14,1,1,142.85,2,v Australia,Hobart,29-01-2014,England,0,0,0-49
JE Root,20,20,14,1,0,16,1,1,125,1,v Pakistan,Dubai (DSC),27-11-2015,England,0,0,0-49
AD Hales,20,20,33,1,0,19,1,1,105.26,2,v New Zealand,Delhi,30-03-2016,England,0,0,0-49
JL Denly,20,20,-,1,0,17,3,0,117.64,1,v Sri Lanka,Colombo (RPS),27-10-2018,England,0,0,0-49
AD Hales,20,20,16,1,0,13,3,1,153.84,2,v West Indies,Basseterre,10-03-2019,England,0,0,0-49
CR Woakes,19*,19,23,1,1,15,1,1,126.66,2,v Australia,Adelaide,12-01-2011,England,0,0,0-49
GO Jones,19,19,17,1,0,14,4,0,135.71,1,v Australia,Southampton,13-06-2005,England,0,0,0-49
KP Pietersen,19,19,17,1,0,15,3,0,126.66,2,v West Indies,The Oval,29-06-2007,England,0,0,0-49
KP Pietersen,19,19,20,1,0,17,4,0,111.76,1,v South Africa,Nottingham,11-06-2009,England,0,0,0-49
PD Collingwood,19,19,24,1,0,19,2,0,100,1,v South Africa,Nottingham,11-06-2009,England,0,0,0-49
RS Bopara,19,19,21,1,0,22,1,0,86.36,1,v Sri Lanka,Bristol,25-06-2011,England,0,0,0-49
EJG Morgan,19,19,31,1,0,18,4,0,105.55,2,v West Indies,Bridgetown,09-03-2014,England,0,0,0-49
JJ Roy,19,19,17,1,0,11,0,2,172.72,2,v India,Kanpur,26-01-2017,England,0,0,0-49
AD Mascarenhas,18*,18,25,1,1,16,1,0,112.5,2,v West Indies,The Oval,29-06-2007,England,0,0,0-49
EJG Morgan,18*,18,14,1,1,14,3,0,128.57,2,v Pakistan,Cardiff,07-09-2010,England,0,0,0-49
SCJ Broad,18*,18,27,1,1,22,1,0,81.81,1,v South Africa,Chester-le-Street,08-09-2012,England,0,0,0-49
GP Swann,18*,18,19,1,1,13,3,0,138.46,1,v South Africa,Chester-le-Street,08-09-2012,England,0,0,0-49
SCJ Broad,18*,18,24,1,1,15,1,0,120,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
AJ Strauss,18,18,15,1,0,16,1,0,112.5,1,v Australia,Southampton,13-06-2005,England,0,0,0-49
PD Collingwood,18,18,12,1,0,11,2,1,163.63,1,v Australia,Cape Town,14-09-2007,England,0,0,0-49
OA Shah,18,18,14,1,0,15,1,1,120,1,v West Indies,The Oval,15-06-2009,England,0,0,0-49
LJ Wright,18,18,13,1,0,15,1,0,120,2,v Australia,Melbourne,14-01-2011,England,0,0,0-49
C Kieswetter,18,18,30,1,0,13,2,1,138.46,2,v India,Manchester,31-08-2011,England,0,0,0-49
JM Bairstow,18,18,32,1,0,29,2,0,62.06,2,v West Indies,Pallekele,27-09-2012,England,0,0,0-49
MJ Lumb,18,18,14,1,0,15,4,0,120,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
JE Root,18,18,19,1,0,14,3,0,128.57,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
TT Bresnan,18,18,34,1,0,19,1,0,94.73,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
MJ Lumb,18,18,28,1,0,19,3,0,94.73,2,v West Indies,Bridgetown,09-03-2014,England,0,0,0-49
EJG Morgan,18,18,18,1,0,17,1,1,105.88,1,v West Indies,Bridgetown,13-03-2014,England,0,0,0-49
MJ Lumb,18,18,22,1,0,14,1,2,128.57,2,v South Africa,Chattogram,29-03-2014,England,0,0,0-49
RS Bopara,18,18,29,1,0,20,0,0,90,2,v Netherlands,Chattogram,31-03-2014,England,0,0,0-49
LE Plunkett,18,18,21,1,0,11,2,0,163.63,2,v West Indies,Chester-le-Street,16-09-2017,England,0,0,0-49
SW Billings,18,18,-,1,0,16,1,0,112.5,2,v West Indies,Gros Islet,05-03-2019,England,0,0,0-49
T Banton,18,18,12,1,0,10,2,1,180,2,v New Zealand,Nelson,05-11-2019,England,0,0,0-49
EJG Morgan,18,18,20,1,0,13,0,2,138.46,2,v New Zealand,Nelson,05-11-2019,England,0,0,0-49
TT Bresnan,17*,17,9,1,1,8,2,1,212.5,1,v New Zealand,Chattogram,22-03-2014,England,0,0,0-49
TT Bresnan,17*,17,9,1,1,4,1,2,425,2,v South Africa,Chattogram,29-03-2014,England,0,0,0-49
KP Pietersen,17,17,18,1,0,16,1,0,106.25,2,v Sri Lanka,Southampton,15-06-2006,England,0,0,0-49
MJ Prior,17,17,19,1,0,17,1,1,100,1,v Australia,Cape Town,14-09-2007,England,0,0,0-49
A Flintoff,17,17,27,1,0,16,2,0,106.25,2,v South Africa,Cape Town,16-09-2007,England,0,0,0-49
KP Pietersen,17,17,22,1,0,13,3,0,130.76,1,v Pakistan,Dubai (DSC),25-02-2012,England,0,0,0-49
C Kieswetter,17,17,21,1,0,17,1,1,100,1,v Pakistan,Abu Dhabi,27-02-2012,England,0,0,0-49
MJ Lumb,17,17,41,1,0,23,2,0,73.91,2,v New Zealand,Hamilton,12-02-2013,England,0,0,0-49
JC Buttler,17,17,20,1,0,10,1,1,170,2,v New Zealand,The Oval,25-06-2013,England,0,0,0-49
AD Hales,17,17,12,1,0,7,4,0,242.85,2,v South Africa,Mumbai,18-03-2016,England,0,0,0-49
EJG Morgan,17,17,34,1,0,23,1,0,73.91,2,v India,Nagpur,29-01-2017,England,0,0,0-49
JE Root,17,17,43,1,0,19,2,0,89.47,2,v West Indies,Chester-le-Street,16-09-2017,England,0,0,0-49
EJG Morgan,17,17,-,1,0,19,2,0,89.47,2,v India,Cardiff,06-07-2018,England,0,0,0-49
EJG Morgan,17,17,-,1,0,7,1,2,242.85,2,v New Zealand,Auckland,10-11-2019,England,0,0,0-49
AD Mascarenhas,16*,16,15,1,1,12,1,0,133.33,1,v Pakistan,The Oval,07-06-2009,England,0,0,0-49
CJ Jordan,16*,16,19,1,1,11,0,1,145.45,1,v Australia,Hobart,07-02-2018,England,0,0,0-49
KP Pietersen,16,16,18,1,0,11,2,0,145.45,2,v West Indies,The Oval,28-06-2007,England,0,0,0-49
LJ Wright,16,16,8,1,0,9,1,1,177.77,2,v India,Durban,19-09-2007,England,0,0,0-49
PD Collingwood,16,16,31,1,0,15,1,0,106.66,2,v Pakistan,Bridgetown,06-05-2010,England,0,0,0-49
C Kieswetter,16,16,14,1,0,10,2,1,160,2,v Pakistan,Cardiff,07-09-2010,England,0,0,0-49
PD Collingwood,16,16,29,1,0,20,2,0,80,2,v Australia,Adelaide,12-01-2011,England,0,0,0-49
SR Patel,16,16,9,1,0,10,1,1,160,1,v Pakistan,Abu Dhabi,27-02-2012,England,0,0,0-49
AD Hales,16,16,24,1,0,13,3,0,123.07,1,v Australia,Melbourne,31-01-2014,England,0,0,0-49
CJ Jordan,16,16,21,1,0,14,2,0,114.28,2,v South Africa,Chattogram,29-03-2014,England,0,0,0-49
AD Hales,16,16,36,1,0,16,0,1,100,1,v South Africa,Johannesburg,21-02-2016,England,0,0,0-49
JM Vince,16,16,20,1,0,14,2,0,114.28,2,v Sri Lanka,Southampton,05-07-2016,England,0,0,0-49
JC Buttler,16,16,22,1,0,15,2,0,106.66,1,v Pakistan,Manchester,07-09-2016,England,0,0,0-49
LS Livingstone,16,16,39,1,0,18,1,0,88.88,2,v South Africa,Taunton,23-06-2017,England,0,0,0-49
AD Mascarenhas,15*,15,9,1,1,9,2,0,166.66,2,v South Africa,Cape Town,16-09-2007,England,0,0,0-49
GP Swann,15*,15,15,1,1,10,2,0,150,1,v New Zealand,Auckland,05-02-2008,England,0,0,0-49
EJG Morgan,15*,15,11,1,1,13,0,1,115.38,2,v Australia,Bridgetown,16-05-2010,England,0,0,0-49
TT Bresnan,15*,15,15,1,1,12,0,0,125,2,v Australia,Melbourne,14-01-2011,England,0,0,0-49
JC Buttler,15*,15,20,1,1,7,1,1,214.28,2,v India,Mumbai,22-12-2012,England,0,0,0-49
CR Woakes,15*,15,9,1,1,7,2,0,214.28,1,v Pakistan,Dubai (DSC),27-11-2015,England,0,0,0-49
AN Cook,15,15,11,1,0,16,2,0,93.75,2,v West Indies,The Oval,28-06-2007,England,0,0,0-49
KP Pietersen,15,15,16,1,0,14,3,0,107.14,2,v South Africa,Cape Town,16-09-2007,England,0,0,0-49
PD Collingwood,15,15,8,1,0,11,2,0,136.36,1,v Pakistan,The Oval,07-06-2009,England,0,0,0-49
C Kieswetter,15,15,12,1,0,12,1,1,125,2,v New Zealand,Gros Islet,10-05-2010,England,0,0,0-49
JM Bairstow,15,15,24,1,0,17,1,0,88.23,1,v South Africa,Chester-le-Street,08-09-2012,England,0,0,0-49
JC Buttler,15,15,8,1,0,7,3,0,214.28,1,v Afghanistan,Colombo (RPS),21-09-2012,England,0,0,0-49
EJG Morgan,15,15,14,1,0,14,0,1,107.14,1,v Pakistan,Sharjah,30-11-2015,England,0,0,0-49
JJ Roy,15,15,14,1,0,10,1,1,150,1,v South Africa,Cape Town,19-02-2016,England,0,0,0-49
CJ Jordan,15,15,17,1,0,15,2,0,100,1,v South Africa,Cape Town,19-02-2016,England,0,0,0-49
JJ Roy,15,15,20,1,0,15,2,0,100,1,v West Indies,Mumbai,16-03-2016,England,0,0,0-49
BA Stokes,15,15,8,1,0,7,2,1,214.28,1,v West Indies,Mumbai,16-03-2016,England,0,0,0-49
BA Stokes,15,15,16,1,0,9,1,1,166.66,2,v South Africa,Mumbai,18-03-2016,England,0,0,0-49
CJ Jordan,15,15,17,1,0,18,2,0,83.33,1,v Afghanistan,Delhi,23-03-2016,England,0,0,0-49
JC Buttler,15,15,17,1,0,10,1,1,150,2,v India,Nagpur,29-01-2017,England,0,0,0-49
EJG Morgan,15,15,-,1,0,8,1,1,187.5,1,v Australia,Birmingham,27-06-2018,England,0,0,0-49
JJ Roy,15,15,-,1,0,12,2,1,125,2,v India,Cardiff,06-07-2018,England,0,0,0-49
L Gregory,15,15,25,1,0,15,0,1,100,2,v New Zealand,Wellington,03-11-2019,England,0,0,0-49
JC Buttler,15,15,9,1,0,10,3,0,150,2,v South Africa,East London,12-02-2020,England,0,0,0-49
GO Jones,14*,14,19,1,1,11,1,0,127.27,2,v Sri Lanka,Southampton,15-06-2006,England,0,0,0-49
JS Foster,14*,14,11,1,1,8,0,1,175,1,v Pakistan,The Oval,07-06-2009,England,0,0,0-49
RS Bopara,14*,14,14,1,1,16,1,0,87.5,2,v India,Kolkata,29-10-2011,England,0,0,0-49
JM Bairstow,14*,14,-,1,1,8,0,2,175,1,v Australia,Birmingham,27-06-2018,England,0,0,0-49
SW Billings,14*,14,-,1,1,11,2,0,127.27,2,v New Zealand,Christchurch,01-11-2019,England,0,0,0-49
TK Curran,14*,14,11,1,1,10,0,1,140,2,v New Zealand,Nelson,05-11-2019,England,0,0,0-49
IR Bell,14,14,21,1,0,17,2,0,82.35,1,v Pakistan,Bristol,28-08-2006,England,0,0,0-49
DL Maddy,14,14,8,1,0,9,2,0,155.55,1,v Zimbabwe,Cape Town,13-09-2007,England,0,0,0-49
OA Shah,14,14,15,1,0,13,0,1,107.69,1,v Australia,Cape Town,14-09-2007,England,0,0,0-49
PD Collingwood,14,14,17,1,0,11,2,0,127.27,1,v West Indies,Port of Spain,15-03-2009,England,0,0,0-49
JL Denly,14,14,12,1,0,14,2,0,100,2,v South Africa,Centurion,15-11-2009,England,0,0,0-49
MJ Lumb,14,14,19,1,0,11,3,0,127.27,1,v Ireland,Providence,04-05-2010,England,0,0,0-49
PD Collingwood,14,14,12,1,0,9,0,2,155.55,1,v South Africa,Bridgetown,08-05-2010,England,0,0,0-49
EJG Morgan,14,14,28,1,0,21,1,0,66.66,2,v Australia,Melbourne,14-01-2011,England,0,0,0-49
SG Borthwick,14,14,18,1,0,16,2,0,87.5,2,v West Indies,The Oval,25-09-2011,England,0,0,0-49
C Kieswetter,14,14,32,1,0,18,2,0,77.77,2,v Pakistan,Dubai (DSC),23-02-2012,England,0,0,0-49
EJG Morgan,14,14,17,1,0,16,1,0,87.5,2,v Pakistan,Dubai (DSC),23-02-2012,England,0,0,0-49
LJ Wright,14,14,14,1,0,11,1,0,127.27,2,v South Africa,Manchester,10-09-2012,England,0,0,0-49
TT Bresnan,14,14,9,1,0,7,1,1,200,2,v Australia,Sydney,02-02-2014,England,0,0,0-49
RS Bopara,14,14,23,1,0,15,1,0,93.33,1,v West Indies,Bridgetown,11-03-2014,England,0,0,0-49
EJG Morgan,14,14,26,1,0,14,1,0,100,2,v South Africa,Chattogram,29-03-2014,England,0,0,0-49
CJ Jordan,14,14,17,1,0,14,0,0,100,2,v Netherlands,Chattogram,31-03-2014,England,0,0,0-49
EJG Morgan,14,14,34,1,0,16,0,0,87.5,1,v Pakistan,Manchester,07-09-2016,England,0,0,0-49
JC Buttler,14,14,-,1,0,12,3,0,116.66,2,v India,Cardiff,06-07-2018,England,0,0,0-49
BA Stokes,14,14,-,1,0,10,2,0,140,1,v India,Bristol,08-07-2018,England,0,0,0-49
MM Ali,13*,13,26,1,1,15,0,0,86.66,1,v Pakistan,Manchester,07-09-2016,England,0,0,0-49
DJ Willey,13*,13,-,1,1,9,0,1,144.44,1,v West Indies,Basseterre,08-03-2019,England,0,0,0-49
CMW Read,13,13,9,1,0,11,2,0,118.18,1,v Pakistan,Bristol,28-08-2006,England,0,0,0-49
A Flintoff,13,13,11,1,0,13,0,1,100,1,v Zimbabwe,Cape Town,13-09-2007,England,0,0,0-49
RS Bopara,13,13,13,1,0,11,2,0,118.18,1,v West Indies,Port of Spain,15-03-2009,England,0,0,0-49
JS Foster,13,13,14,1,0,12,0,0,108.33,1,v West Indies,The Oval,15-06-2009,England,0,0,0-49
LJ Wright,13,13,12,1,0,8,0,1,162.5,1,v Pakistan,Dubai (DSC),20-02-2010,England,0,0,0-49
C Kieswetter,13,13,29,1,0,17,0,0,76.47,1,v Ireland,Providence,04-05-2010,England,0,0,0-49
TT Bresnan,13,13,13,1,0,13,1,0,100,1,v South Africa,Bridgetown,08-05-2010,England,0,0,0-49
JC Buttler,13,13,24,1,0,11,1,0,118.18,2,v West Indies,The Oval,25-09-2011,England,0,0,0-49
SR Patel,13,13,24,1,0,13,1,0,100,1,v Pakistan,Dubai (DSC),25-02-2012,England,0,0,0-49
EJG Morgan,13,13,24,1,0,22,2,0,59.09,2,v New Zealand,Hamilton,12-02-2013,England,0,0,0-49
SCJ Broad,13,13,6,1,0,5,0,2,260,2,v Australia,Hobart,29-01-2014,England,0,0,0-49
IR Bell,13,13,19,1,0,17,2,0,76.47,2,v Sri Lanka,The Oval,20-05-2014,England,0,0,0-49
BA Stokes,13,13,12,1,0,8,1,0,162.5,1,v West Indies,Kolkata,03-04-2016,England,0,0,0-49
JC Buttler,13,13,-,1,0,7,3,0,185.71,1,v Sri Lanka,Colombo (RPS),27-10-2018,England,0,0,0-49
PD Collingwood,12*,12,15,1,1,5,1,1,240,2,v Australia,Bridgetown,16-05-2010,England,0,0,0-49
CJ Jordan,12*,12,31,1,1,13,1,0,92.3,1,v West Indies,Kolkata,03-04-2016,England,0,0,0-49
CJ Jordan,12*,12,-,1,1,3,1,1,400,2,v New Zealand,Auckland,10-11-2019,England,0,0,0-49
IR Bell,12,12,15,1,0,10,2,0,120,1,v New Zealand,Auckland,05-02-2008,England,0,0,0-49
KP Pietersen,12,12,23,1,0,16,0,0,75,1,v West Indies,Port of Spain,15-03-2009,England,0,0,0-49
OA Shah,12,12,17,1,0,10,1,0,120,1,v India,Lord's,14-06-2009,England,0,0,0-49
LJ Wright,12,12,8,1,0,5,1,1,240,2,v South Africa,Centurion,15-11-2009,England,0,0,0-49
RS Bopara,12,12,33,1,0,24,1,0,50,2,v Pakistan,Cardiff,07-09-2010,England,0,0,0-49
C Kieswetter,12,12,12,1,0,10,2,0,120,2,v India,Kolkata,29-10-2011,England,0,0,0-49
JM Bairstow,12,12,10,1,0,5,1,1,240,1,v Afghanistan,Colombo (RPS),21-09-2012,England,0,0,0-49
JW Dernbach,12,12,11,1,0,7,2,0,171.42,2,v India,Colombo (RPS),23-09-2012,England,0,0,0-49
LJ Wright,12,12,10,1,0,11,1,1,109.09,2,v Sri Lanka,Pallekele,01-10-2012,England,0,0,0-49
EJG Morgan,12,12,22,1,0,15,1,0,80,1,v New Zealand,Chattogram,22-03-2014,England,0,0,0-49
AD Hales,12,12,17,1,0,17,2,0,70.58,2,v Netherlands,Chattogram,31-03-2014,England,0,0,0-49
EJG Morgan,12,12,15,1,0,15,0,0,80,2,v South Africa,Mumbai,18-03-2016,England,0,0,0-49
JE Root,12,12,18,1,0,8,1,1,150,1,v Afghanistan,Delhi,23-03-2016,England,0,0,0-49
DJ Willey,12,12,17,1,0,12,1,0,100,1,v Pakistan,Manchester,07-09-2016,England,0,0,0-49
SW Billings,12,12,12,1,0,9,0,1,133.33,2,v India,Nagpur,29-01-2017,England,0,0,0-49
SW Billings,12,12,19,1,0,11,0,1,109.09,1,v South Africa,Cardiff,25-06-2017,England,0,0,0-49
SW Billings,12,12,13,1,0,11,1,0,109.09,2,v New Zealand,Wellington,13-02-2018,England,0,0,0-49
JM Bairstow,12,12,-,1,0,8,2,0,150,1,v West Indies,Basseterre,08-03-2019,England,0,0,0-49
TK Curran,12,12,-,1,0,9,0,1,133.33,2,v New Zealand,Auckland,10-11-2019,England,0,0,0-49
PD Collingwood,11*,11,10,1,1,4,0,1,275,1,v Pakistan,Dubai (DSC),20-02-2010,England,0,0,0-49
CR Woakes,11*,11,12,1,1,6,0,1,183.33,2,v Australia,Melbourne,14-01-2011,England,0,0,0-49
AD Hales,11*,11,21,1,1,8,0,1,137.5,2,v South Africa,Manchester,10-09-2012,England,0,0,0-49
RS Bopara,11*,11,15,1,1,6,2,0,183.33,2,v Sri Lanka,Chattogram,27-03-2014,England,0,0,0-49
SW Billings,11*,11,-,1,1,10,1,0,110,2,v New Zealand,Auckland,10-11-2019,England,0,0,0-49
KP Pietersen,11,11,12,1,0,6,2,0,183.33,2,v Australia,Sydney,09-01-2007,England,0,0,0-49
OA Shah,11,11,9,1,0,8,0,1,137.5,1,v Zimbabwe,Cape Town,13-09-2007,England,0,0,0-49
AD Mascarenhas,11,11,7,1,0,4,1,1,275,1,v New Zealand,Christchurch,07-02-2008,England,0,0,0-49
PD Collingwood,11,11,14,1,0,10,1,0,110,1,v Netherlands,Lord's,05-06-2009,England,0,0,0-49
